Sr,STYLE,SEASON,CATEGORY,COLOUR,SKU,SIZE,QTY
1971,M223K088,FW25,SWEATER,RED,10475654,L,0
1972,M223K088,FW25,SWEATER,RED,10475655,XL,0
1973,M223K088,FW25,SWEATER,RED,10475656,2XL,0
1974,M223K088,FW25,SWEATER,RED,10475657,3XL,0
1975,M223K088,FW25,SWEATER,VIOLET,10474280,XXS,0
1976,M223K088,FW25,SWEATER,VIOLET,10474281,XS,0
1977,M223K088,FW25,SWEATER,VIOLET,10474282,S,0
1978,M223K088,FW25,SWEATER,VIOLET,10474283,M,0
1979,M223K088,FW25,SWEATER,VIOLET,10474284,L,0
1980,M223K088,FW25,SWEATER,VIOLET,10474285,XL,0
1981,M223K088,FW25,SWEATER,VIOLET,10474286,2XL,0
1982,M223K088,FW25,SWEATER,VIOLET,10474287,3XL,0
1983,M223K247X,FW25,SWEATER,BLACK,10474080,XXS,0
1984,M223K247X,FW25,SWEATER,BLACK,10474081,XS,0
1985,M223K247X,FW25,SWEATER,BLACK,10474082,S,0
1986,M223K247X,FW25,SWEATER,BLACK,10474083,M,0
1987,M223K247X,FW25,SWEATER,BLACK,10474084,L,0
1988,M223K247X,FW25,SWEATER,BLACK,10474085,XL,0
1989,M223K247X,FW25,SWEATER,BLACK,10474086,2XL,0
1990,M223K247X,FW25,SWEATER,BLACK,10474087,3XL,0
1991,M223K247X,FW25,SWEATER,GREY,10474090,XXS,0
1992,M223K247X,FW25,SWEATER,GREY,10474091,XS,0
1993,M223K247X,FW25,SWEATER,GREY,10474092,S,0
1994,M223K247X,FW25,SWEATER,GREY,10474093,M,0
1995,M223K247X,FW25,SWEATER,GREY,10474094,L,0
1996,M223K247X,FW25,SWEATER,GREY,10474095,XL,0
1997,M223K247X,FW25,SWEATER,GREY,10474096,2XL,0
1998,M223K247X,FW25,SWEATER,GREY,10474097,3XL,0
1999,M223Y099X,FW25,BLOUSE,BLACK,10481320,XXS,0
2000,M223Y099X,FW25,BLOUSE,BLACK,10481321,XS,0
2001,M223Y099X,FW25,BLOUSE,BLACK,10481322,S,0
2002,M223Y099X,FW25,BLOUSE,BLACK,10481323,M,0
2003,M223Y099X,FW25,BLOUSE,BLACK,10481324,L,0
2004,M223Y099X,FW25,BLOUSE,BLACK,10481325,XL,0
2005,M223Y099X,FW25,BLOUSE,BLACK,10481326,2XL,0
2006,M223Y099X,FW25,BLOUSE,BLACK,10481327,3XL,0
2007,M223Y099X,FW25,BLOUSE,BLUE,10481330,XXS,0
2008,M223Y099X,FW25,BLOUSE,BLUE,10481331,XS,0
2009,M223Y099X,FW25,BLOUSE,BLUE,10481332,S,0
2010,M223Y099X,FW25,BLOUSE,BLUE,10481333,M,0
2011,M223Y099X,FW25,BLOUSE,BLUE,10481334,L,0
2012,M223Y099X,FW25,BLOUSE,BLUE,10481335,XL,0
2013,M223Y099X,FW25,BLOUSE,BLUE,10481336,2XL,0
2014,M223Y099X,FW25,BLOUSE,BLUE,10481337,3XL,0
2015,M223Y100X,FW25,BLOUSE,BLACK,10481300,XXS,0
2016,M223Y100X,FW25,BLOUSE,BLACK,10481301,XS,0
2017,M223Y100X,FW25,BLOUSE,BLACK,10481302,S,0
2018,M223Y100X,FW25,BLOUSE,BLACK,10481303,M,0
2019,M223Y100X,FW25,BLOUSE,BLACK,10481304,L,0
2020,M223Y100X,FW25,BLOUSE,BLACK,10481305,XL,0
2021,M223Y100X,FW25,BLOUSE,BLACK,10481306,2XL,0
2022,M223Y100X,FW25,BLOUSE,BLACK,10481307,3XL,0
2023,M223Y100X,FW25,BLOUSE,BLUE,10481290,XXS,0
2024,M223Y100X,FW25,BLOUSE,BLUE,10481291,XS,0
2025,M223Y100X,FW25,BLOUSE,BLUE,10481292,S,0
2026,M223Y100X,FW25,BLOUSE,BLUE,10481293,M,0
2027,M223Y100X,FW25,BLOUSE,BLUE,10481294,L,0
2028,M223Y100X,FW25,BLOUSE,BLUE,10481295,XL,0
2029,M223Y100X,FW25,BLOUSE,BLUE,10481296,2XL,0
2030,M223Y100X,FW25,BLOUSE,BLUE,10481297,3XL,0
2031,M223Y100X,FW25,BLOUSE,BROWN,10481280,XXS,0
2032,M223Y100X,FW25,BLOUSE,BROWN,10481281,XS,0
2033,M223Y100X,FW25,BLOUSE,BROWN,10481282,S,0
2034,M223Y100X,FW25,BLOUSE,BROWN,10481283,M,0
2035,M223Y100X,FW25,BLOUSE,BROWN,10481284,L,0
2036,M223Y100X,FW25,BLOUSE,BROWN,10481285,XL,0
2037,M223Y100X,FW25,BLOUSE,BROWN,10481286,2XL,0
2038,M223Y100X,FW25,BLOUSE,BROWN,10481287,3XL,0
2039,M223Y100X,FW25,BLOUSE,CREAM,10481310,XXS,0
2040,M223Y100X,FW25,BLOUSE,CREAM,10481311,XS,0
2041,M223Y100X,FW25,BLOUSE,CREAM,10481312,S,0
2042,M223Y100X,FW25,BLOUSE,CREAM,10481313,M,0
2043,M223Y100X,FW25,BLOUSE,CREAM,10481314,L,0
2044,M223Y100X,FW25,BLOUSE,CREAM,10481315,XL,0
2045,M223Y100X,FW25,BLOUSE,CREAM,10481316,2XL,0
2046,M223Y100X,FW25,BLOUSE,CREAM,10481317,3XL,0
2047,M223Z00,FW25,SWEATER,BEIGE,10501480,XXS,0
2048,M223Z00,FW25,SWEATER,BEIGE,10501481,XS,0
2049,M223Z00,FW25,SWEATER,BEIGE,10501482,S,0
2050,M223Z00,FW25,SWEATER,BEIGE,10501483,M,0
2051,M223Z00,FW25,SWEATER,BEIGE,10501484,L,0
2052,M223Z00,FW25,SWEATER,BEIGE,10501485,XL,0
2053,M223Z00,FW25,SWEATER,BEIGE,10501486,2XL,0
2054,M223Z00,FW25,SWEATER,BEIGE,10501487,3XL,0
2055,M268K298,FW25,SWEATER,BLACK,10473990,XXS,0
2056,M268K298,FW25,SWEATER,BLACK,10473991,XS,0
2057,M268K298,FW25,SWEATER,BLACK,10473992,S,1
2058,M268K298,FW25,SWEATER,BLACK,10473993,M,3
2059,M268K298,FW25,SWEATER,BLACK,10473994,L,0
2060,M268K298,FW25,SWEATER,BLACK,10473995,XL,0
2061,M268K298,FW25,SWEATER,BLACK,10473996,2XL,0
2062,M268K298,FW25,SWEATER,BLACK,10473997,3XL,0
2063,M268K298,FW25,SWEATER,GREY,10473970,XXS,0
2064,M268K298,FW25,SWEATER,GREY,10473971,XS,0
2065,M268K298,FW25,SWEATER,GREY,10473972,S,0
2066,M268K298,FW25,SWEATER,GREY,10473973,M,0
2067,M268K298,FW25,SWEATER,GREY,10473974,L,0
2068,M268K298,FW25,SWEATER,GREY,10473975,XL,0
2069,M268K298,FW25,SWEATER,GREY,10473976,2XL,0
2070,M268K298,FW25,SWEATER,GREY,10473977,3XL,0
2071,M268K298,FW25,SWEATER,NAVY/TAN,10473980,XXS,0
2072,M268K298,FW25,SWEATER,NAVY/TAN,10473981,XS,0
2073,M268K298,FW25,SWEATER,NAVY/TAN,10473982,S,0
2074,M268K298,FW25,SWEATER,NAVY/TAN,10473983,M,0
2075,M268K298,FW25,SWEATER,NAVY/TAN,10473984,L,0
2076,M268K298,FW25,SWEATER,NAVY/TAN,10473985,XL,0
2077,M268K298,FW25,SWEATER,NAVY/TAN,10473986,2XL,0
2078,M268K298,FW25,SWEATER,NAVY/TAN,10473987,3XL,0
2079,M440K270,FW25,SWEATER,BLACK,10474010,XXS,0
2080,M440K270,FW25,SWEATER,BLACK,10474011,XS,0
2081,M440K270,FW25,SWEATER,BLACK,10474012,S,0
2082,M440K270,FW25,SWEATER,BLACK,10474013,M,0
2083,M440K270,FW25,SWEATER,BLACK,10474014,L,0
2084,M440K270,FW25,SWEATER,BLACK,10474015,XL,0
2085,M440K270,FW25,SWEATER,BLACK,10474016,2XL,0
2086,M440K270,FW25,SWEATER,BLACK,10474017,3XL,0
2087,M440K270,FW25,SWEATER,CREAM,10474000,XXS,0
2088,M440K270,FW25,SWEATER,CREAM,10474001,XS,0
2089,M440K270,FW25,SWEATER,CREAM,10474002,S,0
2090,M440K270,FW25,SWEATER,CREAM,10474003,M,0
2091,M440K270,FW25,SWEATER,CREAM,10474004,L,0
2092,M440K270,FW25,SWEATER,CREAM,10474005,XL,0
2093,M440K270,FW25,SWEATER,CREAM,10474006,2XL,0
2094,M440K270,FW25,SWEATER,CREAM,10474007,3XL,0
2095,M440K316,FW25,SWEATER,BROWN,10474100,XXS,0
2096,M440K316,FW25,SWEATER,BROWN,10474101,XS,0
2097,M440K316,FW25,SWEATER,BROWN,10474102,S,0
2098,M440K316,FW25,SWEATER,BROWN,10474103,M,0
2099,M440K316,FW25,SWEATER,BROWN,10474104,L,0
2100,M440K316,FW25,SWEATER,BROWN,10474105,XL,0
2101,M440K316,FW25,SWEATER,BROWN,10474106,2XL,0
2102,M440K316,FW25,SWEATER,BROWN,10474107,3XL,0
2103,M440K316,FW25,SWEATER,GREY,10474110,XXS,0
2104,M440K316,FW25,SWEATER,GREY,10474111,XS,0
2105,M440K316,FW25,SWEATER,GREY,10474112,S,2
2106,M440K316,FW25,SWEATER,GREY,10474113,M,1
2107,M440K316,FW25,SWEATER,GREY,10474114,L,0
2108,M440K316,FW25,SWEATER,GREY,10474115,XL,0
2109,M440K316,FW25,SWEATER,GREY,10474116,2XL,0
2110,M440K316,FW25,SWEATER,GREY,10474117,3XL,0
2111,M440Z189,FW25,SWEATER,BEIGE,10501330,XXS,0
2112,M440Z189,FW25,SWEATER,BEIGE,10501331,XS,0
2113,M440Z189,FW25,SWEATER,BEIGE,10501332,S,0
2114,M440Z189,FW25,SWEATER,BEIGE,10501333,M,0
2115,M440Z189,FW25,SWEATER,BEIGE,10501334,L,0
2116,M440Z189,FW25,SWEATER,BEIGE,10501335,XL,0
2117,M440Z189,FW25,SWEATER,BEIGE,10501336,2XL,0
2118,M440Z189,FW25,SWEATER,BEIGE,10501337,3XL,0
2119,M440Z190,FW25,SWEATER,BEIGE,10402780,XXS,0
2120,M440Z190,FW25,SWEATER,BEIGE,10402781,XS,0
2121,M440Z190,FW25,SWEATER,BEIGE,10402782,S,0
2122,M440Z190,FW25,SWEATER,BEIGE,10402783,M,0
2123,M440Z190,FW25,SWEATER,BEIGE,10402784,L,0
2124,M440Z190,FW25,SWEATER,BEIGE,10402785,XL,0
2125,M440Z190,FW25,SWEATER,BEIGE,10402786,2XL,0
2126,M440Z190,FW25,SWEATER,BEIGE,10402787,3XL,0
2127,M504Y046A,FW25,SWEATER,GREY,10481420,XXS,0
2128,M504Y046A,FW25,SWEATER,GREY,10481421,XS,0
2129,M504Y046A,FW25,SWEATER,GREY,10481422,S,0
2130,M504Y046A,FW25,SWEATER,GREY,10481423,M,0
2131,M504Y046A,FW25,SWEATER,GREY,10481424,L,0
2132,M504Y046A,FW25,SWEATER,GREY,10481425,XL,0
2133,M504Y046A,FW25,SWEATER,GREY,10481426,2XL,0
2134,M504Y046A,FW25,SWEATER,GREY,10481427,3XL,0
2135,M701UD29,FW25,TOP,GREY,10501040,XXS,0
2136,M701UD29,FW25,TOP,GREY,10501041,XS,0
2137,M701UD29,FW25,TOP,GREY,10501042,S,0
2138,M701UD29,FW25,TOP,GREY,10501043,M,0
2139,M701UD29,FW25,TOP,GREY,10501044,L,0
2140,M701UD29,FW25,TOP,GREY,10501045,XL,0
2141,M701UD29,FW25,TOP,GREY,10501046,2XL,0
2142,M701UD29,FW25,TOP,GREY,10501047,3XL,0
2143,M701Y053A,FW25,SWEATER,MULTI,10476960,XXS,0
2144,M701Y053A,FW25,SWEATER,MULTI,10476961,XS,0
2145,M701Y053A,FW25,SWEATER,MULTI,10476962,S,0
2146,M701Y053A,FW25,SWEATER,MULTI,10476963,M,0
2147,M701Y053A,FW25,SWEATER,MULTI,10476964,L,0
2148,M701Y053A,FW25,SWEATER,MULTI,10476965,XL,0
2149,M701Y053A,FW25,SWEATER,MULTI,10476966,2XL,0
2150,M701Y053A,FW25,SWEATER,MULTI,10476967,3XL,0
2151,M701Y054A,FW25,SWEATER,MULTI,10481410,XXS,0
2152,M701Y054A,FW25,SWEATER,MULTI,10481411,XS,0
2153,M701Y054A,FW25,SWEATER,MULTI,10481412,S,0
2154,M701Y054A,FW25,SWEATER,MULTI,10481413,M,1
2155,M701Y054A,FW25,SWEATER,MULTI,10481414,L,0
2156,M701Y054A,FW25,SWEATER,MULTI,10481415,XL,0
2157,M701Y054A,FW25,SWEATER,MULTI,10481416,2XL,0
2158,M701Y054A,FW25,SWEATER,MULTI,10481417,3XL,0
2159,M701Y073A,FW25,SWEATER,MULTI,10476950,XXS,0
2160,M701Y073A,FW25,SWEATER,MULTI,10476951,XS,0
2161,M701Y073A,FW25,SWEATER,MULTI,10476952,S,1
2162,M701Y073A,FW25,SWEATER,MULTI,10476953,M,1
2163,M701Y073A,FW25,SWEATER,MULTI,10476954,L,0
2164,M701Y073A,FW25,SWEATER,MULTI,10476955,XL,0
2165,M701Y073A,FW25,SWEATER,MULTI,10476956,2XL,0
2166,M701Y073A,FW25,SWEATER,MULTI,10476957,3XL,0
2167,M744Y027A,FW25,SWEATER,CREAM,10481450,XXS,0
2168,M744Y027A,FW25,SWEATER,CREAM,10481451,XS,0
2169,M744Y027A,FW25,SWEATER,CREAM,10481452,S,0
2170,M744Y027A,FW25,SWEATER,CREAM,10481453,M,0
2171,M744Y027A,FW25,SWEATER,CREAM,10481454,L,0
2172,M744Y027A,FW25,SWEATER,CREAM,10481455,XL,0
2173,M744Y027A,FW25,SWEATER,CREAM,10481456,2XL,0
2174,M744Y027A,FW25,SWEATER,CREAM,10481457,3XL,0
2175,M744Y028A,FW25,SWEATER,GREY,10481440,XXS,0
2176,M744Y028A,FW25,SWEATER,GREY,10481441,XS,0
2177,M744Y028A,FW25,SWEATER,GREY,10481442,S,0
2178,M744Y028A,FW25,SWEATER,GREY,10481443,M,0
2179,M744Y028A,FW25,SWEATER,GREY,10481444,L,0
2180,M744Y028A,FW25,SWEATER,GREY,10481445,XL,0
2181,M744Y028A,FW25,SWEATER,GREY,10481446,2XL,0
2182,M744Y028A,FW25,SWEATER,GREY,10481447,3XL,0
2183,M744Y029A,FW25,SWEATER,CREAM,10481430,XXS,0
2184,M744Y029A,FW25,SWEATER,CREAM,10481431,XS,0
2185,M744Y029A,FW25,SWEATER,CREAM,10481432,S,0
2186,M744Y029A,FW25,SWEATER,CREAM,10481433,M,1
2187,M744Y029A,FW25,SWEATER,CREAM,10481434,L,0
2188,M744Y029A,FW25,SWEATER,CREAM,10481435,XL,0
2189,M744Y029A,FW25,SWEATER,CREAM,10481436,2XL,0
2190,M744Y029A,FW25,SWEATER,CREAM,10481437,3XL,0
2191,M768Y078A,FW25,SWEATER,MULTI,10476980,XXS,0
2192,M768Y078A,FW25,SWEATER,MULTI,10476981,XS,0
2193,M768Y078A,FW25,SWEATER,MULTI,10476982,S,0
2194,M768Y078A,FW25,SWEATER,MULTI,10476983,M,0
2195,M768Y078A,FW25,SWEATER,MULTI,10476984,L,0
2196,M768Y078A,FW25,SWEATER,MULTI,10476985,XL,0
2197,M768Y078A,FW25,SWEATER,MULTI,10476986,2XL,0
2198,M768Y078A,FW25,SWEATER,MULTI,10476987,3XL,0
2199,M833K054A,FW25,SWEATER,MILITARY,10474320,XXS,0
2200,M833K054A,FW25,SWEATER,MILITARY,10474321,XS,0
2201,M833K054A,FW25,SWEATER,MILITARY,10474322,S,0
2202,M833K054A,FW25,SWEATER,MILITARY,10474323,M,0
2203,M833K054A,FW25,SWEATER,MILITARY,10474324,L,0
2204,M833K054A,FW25,SWEATER,MILITARY,10474325,XL,0
2205,M833K054A,FW25,SWEATER,MILITARY,10474326,2XL,0
2206,M833K054A,FW25,SWEATER,MILITARY,10474327,3XL,0
2207,M833K118,FW25,SWEATER,CAMEL,10475590,O/S,0
2208,M833K118,FW25,SWEATER,CREAM,10473950,O/S,0
2209,M833K118,FW25,SWEATER,GREY,10473960,O/S,0
2210,M833K119,FW25,SWEATER,ALMOND,10475580,XXS,0
2211,M833K119,FW25,SWEATER,ALMOND,10475581,XS,0
2212,M833K119,FW25,SWEATER,ALMOND,10475582,S,0
2213,M833K119,FW25,SWEATER,ALMOND,10475583,M,1
2214,M833K119,FW25,SWEATER,ALMOND,10475584,L,0
2215,M833K119,FW25,SWEATER,ALMOND,10475585,XL,0
2216,M833K119,FW25,SWEATER,ALMOND,10475586,2XL,0
2217,M833K119,FW25,SWEATER,ALMOND,10475587,3XL,0
2218,M833K119,FW25,SWEATER,BLACK,10474160,XXS,0
2219,M833K119,FW25,SWEATER,BLACK,10474161,XS,0
2220,M833K119,FW25,SWEATER,BLACK,10474162,S,0
2221,M833K119,FW25,SWEATER,BLACK,10474163,M,0
2222,M833K119,FW25,SWEATER,BLACK,10474164,L,0
2223,M833K119,FW25,SWEATER,BLACK,10474165,XL,0
2224,M833K119,FW25,SWEATER,BLACK,10474166,2XL,0
2225,M833K119,FW25,SWEATER,BLACK,10474167,3XL,0
2226,M833K119,FW25,SWEATER,CREAM,10474150,XXS,0
2227,M833K119,FW25,SWEATER,CREAM,10474151,XS,0
2228,M833K119,FW25,SWEATER,CREAM,10474152,S,0
2229,M833K119,FW25,SWEATER,CREAM,10474153,M,0
2230,M833K119,FW25,SWEATER,CREAM,10474154,L,0
2231,M833K119,FW25,SWEATER,CREAM,10474155,XL,0
2232,M833K119,FW25,SWEATER,CREAM,10474156,2XL,0
2233,M833K119,FW25,SWEATER,CREAM,10474157,3XL,0
2234,M833K119,FW25,SWEATER,FUCHSIA,10474130,XXS,0
2235,M833K119,FW25,SWEATER,FUCHSIA,10474131,XS,0
2236,M833K119,FW25,SWEATER,FUCHSIA,10474132,S,0
2237,M833K119,FW25,SWEATER,FUCHSIA,10474133,M,2
2238,M833K119,FW25,SWEATER,FUCHSIA,10474134,L,0
2239,M833K119,FW25,SWEATER,FUCHSIA,10474135,XL,0
2240,M833K119,FW25,SWEATER,FUCHSIA,10474136,2XL,0
2241,M833K119,FW25,SWEATER,FUCHSIA,10474137,3XL,0
2242,M833K119,FW25,SWEATER,GREY,10474120,XXS,0
2243,M833K119,FW25,SWEATER,GREY,10474121,XS,0
2244,M833K119,FW25,SWEATER,GREY,10474122,S,0
2245,M833K119,FW25,SWEATER,GREY,10474123,M,0
2246,M833K119,FW25,SWEATER,GREY,10474124,L,0
2247,M833K119,FW25,SWEATER,GREY,10474125,XL,0
2248,M833K119,FW25,SWEATER,GREY,10474126,2XL,0
2249,M833K119,FW25,SWEATER,GREY,10474127,3XL,0
2250,M833K119,FW25,SWEATER,TAN,10474140,XXS,0
2251,M833K119,FW25,SWEATER,TAN,10474141,XS,0
2252,M833K119,FW25,SWEATER,TAN,10474142,S,0
2253,M833K119,FW25,SWEATER,TAN,10474143,M,0
2254,M833K119,FW25,SWEATER,TAN,10474144,L,0
2255,M833K119,FW25,SWEATER,TAN,10474145,XL,0
2256,M833K119,FW25,SWEATER,TAN,10474146,2XL,0
2257,M833K119,FW25,SWEATER,TAN,10474147,3XL,0
2258,M833K120,FW25,SWEATER,ALMOND,10475610,O/S,0
2259,M833K120,FW25,SWEATER,BLACK,10474190,O/S,1
2260,M833K120,FW25,SWEATER,CREAM,10474170,O/S,1
2261,M833K120,FW25,SWEATER,GREY,10474180,O/S,0
2262,M833K124,FW25,SWEATER,BLUE,10474220,O/S,0
2263,M833K124,FW25,SWEATER,BORDEAUX,10474210,O/S,0
2264,M833K124,FW25,SWEATER,CAMEL,10474200,O/S,0
2265,M833K124,FW25,SWEATER,GREY,10474230,O/S,0
2266,M833K132,FW25,SWEATER,GREY,10474340,XXS,0
2267,M833K132,FW25,SWEATER,GREY,10474341,XS,0
2268,M833K132,FW25,SWEATER,GREY,10474342,S,0
2269,M833K132,FW25,SWEATER,GREY,10474343,M,0
2270,M833K132,FW25,SWEATER,GREY,10474344,L,0
2271,M833K132,FW25,SWEATER,GREY,10474345,XL,0
2272,M833K132,FW25,SWEATER,GREY,10474346,2XL,0
2273,M833K132,FW25,SWEATER,GREY,10474347,3XL,0
2274,M833K179X,FW25,SWEATER,BLACK,10474020,XXS,0
2275,M833K179X,FW25,SWEATER,BLACK,10474021,XS,0
2276,M833K179X,FW25,SWEATER,BLACK,10474022,S,0
2277,M833K179X,FW25,SWEATER,BLACK,10474023,M,0
2278,M833K179X,FW25,SWEATER,BLACK,10474024,L,0
2279,M833K179X,FW25,SWEATER,BLACK,10474025,XL,0
2280,M833K179X,FW25,SWEATER,BLACK,10474026,2XL,0
2281,M833K179X,FW25,SWEATER,BLACK,10474027,3XL,0
2282,M833K179X,FW25,SWEATER,BROWN,10474040,XXS,0
2283,M833K179X,FW25,SWEATER,BROWN,10474041,XS,0
2284,M833K179X,FW25,SWEATER,BROWN,10474042,S,0
2285,M833K179X,FW25,SWEATER,BROWN,10474043,M,0
2286,M833K179X,FW25,SWEATER,BROWN,10474044,L,0
2287,M833K179X,FW25,SWEATER,BROWN,10474045,XL,0
2288,M833K179X,FW25,SWEATER,BROWN,10474046,2XL,0
2289,M833K179X,FW25,SWEATER,BROWN,10474047,3XL,0
2290,M833K179X,FW25,SWEATER,BURGUNDY,10474060,XXS,0
2291,M833K179X,FW25,SWEATER,BURGUNDY,10474061,XS,0
2292,M833K179X,FW25,SWEATER,BURGUNDY,10474062,S,0
2293,M833K179X,FW25,SWEATER,BURGUNDY,10474063,M,0
2294,M833K179X,FW25,SWEATER,BURGUNDY,10474064,L,0
2295,M833K179X,FW25,SWEATER,BURGUNDY,10474065,XL,0
2296,M833K179X,FW25,SWEATER,BURGUNDY,10474066,2XL,0
2297,M833K179X,FW25,SWEATER,BURGUNDY,10474067,3XL,0
2298,M833K179X,FW25,SWEATER,CREAM,10474050,XXS,0
2299,M833K179X,FW25,SWEATER,CREAM,10474051,XS,0
2300,M833K179X,FW25,SWEATER,CREAM,10474052,S,0
2301,M833K179X,FW25,SWEATER,CREAM,10474053,M,0
2302,M833K179X,FW25,SWEATER,CREAM,10474054,L,0
2303,M833K179X,FW25,SWEATER,CREAM,10474055,XL,0
2304,M833K179X,FW25,SWEATER,CREAM,10474056,2XL,0
2305,M833K179X,FW25,SWEATER,CREAM,10474057,3XL,0
2306,M833K179X,FW25,SWEATER,GREY,10474030,XXS,0
2307,M833K179X,FW25,SWEATER,GREY,10474031,XS,0
2308,M833K179X,FW25,SWEATER,GREY,10474032,S,1
2309,M833K179X,FW25,SWEATER,GREY,10474033,M,0
2310,M833K179X,FW25,SWEATER,GREY,10474034,L,0
2311,M833K179X,FW25,SWEATER,GREY,10474035,XL,0
2312,M833K179X,FW25,SWEATER,GREY,10474036,2XL,0
2313,M833K179X,FW25,SWEATER,GREY,10474037,3XL,0
2314,M833K179X,FW25,SWEATER,NAVY,10474070,XXS,0
2315,M833K179X,FW25,SWEATER,NAVY,10474071,XS,0
2316,M833K179X,FW25,SWEATER,NAVY,10474072,S,0
2317,M833K179X,FW25,SWEATER,NAVY,10474073,M,0
2318,M833K179X,FW25,SWEATER,NAVY,10474074,L,0
2319,M833K179X,FW25,SWEATER,NAVY,10474075,XL,0
2320,M833K179X,FW25,SWEATER,NAVY,10474076,2XL,0
2321,M833K179X,FW25,SWEATER,NAVY,10474077,3XL,0
2322,M833K179X,FW25,SWEATER,TAUPE,10475660,XXS,0
2323,M833K179X,FW25,SWEATER,TAUPE,10475661,XS,0
2324,M833K179X,FW25,SWEATER,TAUPE,10475662,S,1
2325,M833K179X,FW25,SWEATER,TAUPE,10475663,M,0
2326,M833K179X,FW25,SWEATER,TAUPE,10475664,L,0
2327,M833K179X,FW25,SWEATER,TAUPE,10475665,XL,0
2328,M833K179X,FW25,SWEATER,TAUPE,10475666,2XL,0
2329,M833K179X,FW25,SWEATER,TAUPE,10475667,3XL,0
2330,M833K180X,FW25,SWEATER,BURGUNDY,10474330,XXS,0
2331,M833K180X,FW25,SWEATER,BURGUNDY,10474331,XS,0
2332,M833K180X,FW25,SWEATER,BURGUNDY,10474332,S,0
2333,M833K180X,FW25,SWEATER,BURGUNDY,10474333,M,0
2334,M833K180X,FW25,SWEATER,BURGUNDY,10474334,L,0
2335,M833K180X,FW25,SWEATER,BURGUNDY,10474335,XL,0
2336,M833K180X,FW25,SWEATER,BURGUNDY,10474336,2XL,0
2337,M833K180X,FW25,SWEATER,BURGUNDY,10474337,3XL,0
2338,M833Y123X,FW25,SWEATER,BEIGE,10481370,O/S,0
2339,M833Y123X,FW25,SWEATER,BURGUNDY,10481360,O/S,0
2340,M833Y133X,FW25,SWEATER,BROWN,10481400,XXS,0
2341,M833Y133X,FW25,SWEATER,BROWN,10481401,XS,0
2342,M833Y133X,FW25,SWEATER,BROWN,10481402,S,0
2343,M833Y133X,FW25,SWEATER,BROWN,10481403,M,0
2344,M833Y133X,FW25,SWEATER,BROWN,10481404,L,0
2345,M833Y133X,FW25,SWEATER,BROWN,10481405,XL,0
2346,M833Y133X,FW25,SWEATER,BROWN,10481406,2XL,0
2347,M833Y133X,FW25,SWEATER,BROWN,10481407,3XL,0
2348,M833Y135X,FW25,SWEATER,BROWN,10481380,XXS,0
2349,M833Y135X,FW25,SWEATER,BROWN,10481381,XS,0
2350,M833Y135X,FW25,SWEATER,BROWN,10481382,S,0
2351,M833Y135X,FW25,SWEATER,BROWN,10481383,M,0
2352,M833Y135X,FW25,SWEATER,BROWN,10481384,L,0
2353,M833Y135X,FW25,SWEATER,BROWN,10481385,XL,0
2354,M833Y135X,FW25,SWEATER,BROWN,10481386,2XL,0
2355,M833Y135X,FW25,SWEATER,BROWN,10481387,3XL,0
2356,M833Y135X,FW25,SWEATER,BURGUNDY,10481390,XXS,0
2357,M833Y135X,FW25,SWEATER,BURGUNDY,10481391,XS,0
2358,M833Y135X,FW25,SWEATER,BURGUNDY,10481392,S,-1
2359,M833Y135X,FW25,SWEATER,BURGUNDY,10481393,M,1
2360,M833Y135X,FW25,SWEATER,BURGUNDY,10481394,L,0
2361,M833Y135X,FW25,SWEATER,BURGUNDY,10481395,XL,0
2362,M833Y135X,FW25,SWEATER,BURGUNDY,10481396,2XL,0
2363,M833Y135X,FW25,SWEATER,BURGUNDY,10481397,3XL,0
2364,M833Z210,FW25,SWEATER,BLACK,10367510,XXS,0
2365,M833Z210,FW25,SWEATER,BLACK,10367511,XS,0
2366,M833Z210,FW25,SWEATER,BLACK,10367512,S,0
2367,M833Z210,FW25,SWEATER,BLACK,10367513,M,0
2368,M833Z210,FW25,SWEATER,BLACK,10367514,L,0
2369,M833Z210,FW25,SWEATER,BLACK,10367515,XL,0
2370,M833Z210,FW25,SWEATER,BLACK,10367516,2XL,0
2371,M833Z210,FW25,SWEATER,BLACK,10367517,3XL,0
2372,M853Y011A,FW25,SWEATER,BLACK,10490100,XXS,0
2373,M853Y011A,FW25,SWEATER,BLACK,10490101,XS,0
2374,M853Y011A,FW25,SWEATER,BLACK,10490102,S,0
2375,M853Y011A,FW25,SWEATER,BLACK,10490103,M,1
2376,M853Y011A,FW25,SWEATER,BLACK,10490104,L,0
2377,M853Y011A,FW25,SWEATER,BLACK,10490105,XL,0
2378,M853Y011A,FW25,SWEATER,BLACK,10490106,2XL,0
2379,M853Y011A,FW25,SWEATER,BLACK,10490107,3XL,0
2380,M901K152,FW25,SWEATER,CAMEL,10474250,XXS,0
2381,M901K152,FW25,SWEATER,CAMEL,10474251,XS,0
2382,M901K152,FW25,SWEATER,CAMEL,10474252,S,0
2383,M901K152,FW25,SWEATER,CAMEL,10474253,M,0
2384,M901K152,FW25,SWEATER,CAMEL,10474254,L,0
2385,M901K152,FW25,SWEATER,CAMEL,10474255,XL,0
2386,M901K152,FW25,SWEATER,CAMEL,10474256,2XL,0
2387,M901K152,FW25,SWEATER,CAMEL,10474257,3XL,0
2388,M901K152,FW25,SWEATER,CREAM,10474260,XXS,0
