Sr,STYLE,SEASON,CATEGORY,COLOUR,SKU,SIZE,QTY
9731,125647003,FW25,PANTS,BLACK,10474715,XL,0
9732,125647003,FW25,PANTS,BLACK,10474716,2XL,0
9733,125647003,FW25,PANTS,BLACK,10474717,3XL,0
9734,125647003,FW25,PANTS,CHOCOLATE,10474700,XXS,0
9735,125647003,FW25,PANTS,CHOCOLATE,10474701,XS,0
9736,125647003,FW25,PANTS,CHOCOLATE,10474702,S,0
9737,125647003,FW25,PANTS,CHOCOLATE,10474703,M,1
9738,125647003,FW25,PANTS,CHOCOLATE,10474704,L,0
9739,125647003,FW25,PANTS,CHOCOLATE,10474705,XL,0
9740,125647003,FW25,PANTS,CHOCOLATE,10474706,2XL,0
9741,125647003,FW25,PANTS,CHOCOLATE,10474707,3XL,0
9742,125653003,FW25,PANTS,BLUE,10499490,XXS,0
9743,125653003,FW25,PANTS,BLUE,10499491,XS,0
9744,125653003,FW25,PANTS,BLUE,10499492,S,0
9745,125653003,FW25,PANTS,BLUE,10499493,M,0
9746,125653003,FW25,PANTS,BLUE,10499494,L,0
9747,125653003,FW25,PANTS,BLUE,10499495,XL,0
9748,125653003,FW25,PANTS,BLUE,10499496,2XL,0
9749,125653003,FW25,PANTS,BLUE,10499497,3XL,0
9750,125653003,FW25,PANTS,BORDEAUX,10499480,XXS,0
9751,125653003,FW25,PANTS,BORDEAUX,10499481,XS,0
9752,125653003,FW25,PANTS,BORDEAUX,10499482,S,1
9753,125653003,FW25,PANTS,BORDEAUX,10499483,M,1
9754,125653003,FW25,PANTS,BORDEAUX,10499484,L,1
9755,125653003,FW25,PANTS,BORDEAUX,10499485,XL,0
9756,125653003,FW25,PANTS,BORDEAUX,10499486,2XL,0
9757,125653003,FW25,PANTS,BORDEAUX,10499487,3XL,0
9758,125653003,FW25,PANTS,CHOCOLATE,10499500,XXS,0
9759,125653003,FW25,PANTS,CHOCOLATE,10499501,XS,0
9760,125653003,FW25,PANTS,CHOCOLATE,10499502,S,0
9761,125653003,FW25,PANTS,CHOCOLATE,10499503,M,0
9762,125653003,FW25,PANTS,CHOCOLATE,10499504,L,0
9763,125653003,FW25,PANTS,CHOCOLATE,10499505,XL,0
9764,125653003,FW25,PANTS,CHOCOLATE,10499506,2XL,0
9765,125653003,FW25,PANTS,CHOCOLATE,10499507,3XL,0
9766,125667003,FW25,DRESS,BLACK,10474760,XXS,0
9767,125667003,FW25,DRESS,BLACK,10474761,XS,0
9768,125667003,FW25,DRESS,BLACK,10474762,S,1
9769,125667003,FW25,DRESS,BLACK,10474763,M,2
9770,125667003,FW25,DRESS,BLACK,10474764,L,0
9771,125667003,FW25,DRESS,BLACK,10474765,XL,0
9772,125667003,FW25,DRESS,BLACK,10474766,2XL,0
9773,125667003,FW25,DRESS,BLACK,10474767,3XL,0
9774,125673003,FW25,COAT,BORDEAUX,10475420,XXS,0
9775,125673003,FW25,COAT,BORDEAUX,10475421,XS,0
9776,125673003,FW25,COAT,BORDEAUX,10475422,S,0
9777,125673003,FW25,COAT,BORDEAUX,10475423,M,0
9778,125673003,FW25,COAT,BORDEAUX,10475424,L,0
9779,125673003,FW25,COAT,BORDEAUX,10475425,XL,0
9780,125673003,FW25,COAT,BORDEAUX,10475426,2XL,0
9781,125673003,FW25,COAT,BORDEAUX,10475427,3XL,0
9782,12569003,FW25,DRESS,BLACK,10492700,XXS,0
9783,12569003,FW25,DRESS,BLACK,10492701,XS,0
9784,12569003,FW25,DRESS,BLACK,10492702,S,0
9785,12569003,FW25,DRESS,BLACK,10492703,M,0
9786,12569003,FW25,DRESS,BLACK,10492704,L,0
9787,12569003,FW25,DRESS,BLACK,10492705,XL,0
9788,12569003,FW25,DRESS,BLACK,10492706,2XL,0
9789,12569003,FW25,DRESS,BLACK,10492707,3XL,0
9790,125702003,FW25,DRESS,CAMEL,10475140,XXS,0
9791,125702003,FW25,DRESS,CAMEL,10475141,XS,0
9792,125702003,FW25,DRESS,CAMEL,10475142,S,0
9793,125702003,FW25,DRESS,CAMEL,10475143,M,0
9794,125702003,FW25,DRESS,CAMEL,10475144,L,0
9795,125702003,FW25,DRESS,CAMEL,10475145,XL,0
9796,125702003,FW25,DRESS,CAMEL,10475146,2XL,0
9797,125702003,FW25,DRESS,CAMEL,10475147,3XL,0
9798,125713003,FW25,DRESS,BLACK,10474630,XXS,0
9799,125713003,FW25,DRESS,BLACK,10474631,XS,0
9800,125713003,FW25,DRESS,BLACK,10474632,S,1
9801,125713003,FW25,DRESS,BLACK,10474633,M,2
9802,125713003,FW25,DRESS,BLACK,10474634,L,0
9803,125713003,FW25,DRESS,BLACK,10474635,XL,0
9804,125713003,FW25,DRESS,BLACK,10474636,2XL,0
9805,125713003,FW25,DRESS,BLACK,10474637,3XL,0
9806,125713003,FW25,DRESS,BORDEAUX,10474730,XXS,0
9807,125713003,FW25,DRESS,BORDEAUX,10474731,XS,0
9808,125713003,FW25,DRESS,BORDEAUX,10474732,S,0
9809,125713003,FW25,DRESS,BORDEAUX,10474733,M,0
9810,125713003,FW25,DRESS,BORDEAUX,10474734,L,0
9811,125713003,FW25,DRESS,BORDEAUX,10474735,XL,0
9812,125713003,FW25,DRESS,BORDEAUX,10474736,2XL,0
9813,125713003,FW25,DRESS,BORDEAUX,10474737,3XL,0
9814,125713003,FW25,DRESS,BOREDAUX,10474640,XXS,0
9815,125713003,FW25,DRESS,BOREDAUX,10474641,XS,0
9816,125713003,FW25,DRESS,BOREDAUX,10474642,S,0
9817,125713003,FW25,DRESS,BOREDAUX,10474643,M,0
9818,125713003,FW25,DRESS,BOREDAUX,10474644,L,0
9819,125713003,FW25,DRESS,BOREDAUX,10474645,XL,0
9820,125713003,FW25,DRESS,BOREDAUX,10474646,2XL,0
9821,125713003,FW25,DRESS,BOREDAUX,10474647,3XL,0
9822,125722003,FW25,PANTS,CHOCOLATE,10475300,XXS,0
9823,125722003,FW25,PANTS,CHOCOLATE,10475301,XS,0
9824,125722003,FW25,PANTS,CHOCOLATE,10475302,S,0
9825,125722003,FW25,PANTS,CHOCOLATE,10475303,M,0
9826,125722003,FW25,PANTS,CHOCOLATE,10475304,L,0
9827,125722003,FW25,PANTS,CHOCOLATE,10475305,XL,0
9828,125722003,FW25,PANTS,CHOCOLATE,10475306,2XL,0
9829,125722003,FW25,PANTS,CHOCOLATE,10475307,3XL,0
9830,125724003,FW25,SWEATER,CHOCOLATE,10475220,XXS,0
9831,125724003,FW25,SWEATER,CHOCOLATE,10475221,XS,0
9832,125724003,FW25,SWEATER,CHOCOLATE,10475222,S,1
9833,125724003,FW25,SWEATER,CHOCOLATE,10475223,M,2
9834,125724003,FW25,SWEATER,CHOCOLATE,10475224,L,0
9835,125724003,FW25,SWEATER,CHOCOLATE,10475225,XL,0
9836,125724003,FW25,SWEATER,CHOCOLATE,10475226,2XL,0
9837,125724003,FW25,SWEATER,CHOCOLATE,10475227,3XL,0
9838,125727003,FW25,JUMPSUIT,CHOCOLATE,10475230,XXS,0
9839,125727003,FW25,JUMPSUIT,CHOCOLATE,10475231,XS,0
9840,125727003,FW25,JUMPSUIT,CHOCOLATE,10475232,S,1
9841,125727003,FW25,JUMPSUIT,CHOCOLATE,10475233,M,1
9842,125727003,FW25,JUMPSUIT,CHOCOLATE,10475234,L,0
9843,125727003,FW25,JUMPSUIT,CHOCOLATE,10475235,XL,0
9844,125727003,FW25,JUMPSUIT,CHOCOLATE,10475236,2XL,0
9845,125727003,FW25,JUMPSUIT,CHOCOLATE,10475237,3XL,0
9846,125749003,FW25,DRESS,CAMEL,10475480,XXS,0
9847,125749003,FW25,DRESS,CAMEL,10475481,XS,0
9848,125749003,FW25,DRESS,CAMEL,10475482,S,0
9849,125749003,FW25,DRESS,CAMEL,10475483,M,1
9850,125749003,FW25,DRESS,CAMEL,10475484,L,0
9851,125749003,FW25,DRESS,CAMEL,10475485,XL,0
9852,125749003,FW25,DRESS,CAMEL,10475486,2XL,0
9853,125749003,FW25,DRESS,CAMEL,10475487,3XL,0
9854,125788003,FW25,DRESS,BORDEAUX,10475050,XXS,0
9855,125788003,FW25,DRESS,BORDEAUX,10475051,XS,0
9856,125788003,FW25,DRESS,BORDEAUX,10475052,S,0
9857,125788003,FW25,DRESS,BORDEAUX,10475053,M,0
9858,125788003,FW25,DRESS,BORDEAUX,10475054,L,0
9859,125788003,FW25,DRESS,BORDEAUX,10475055,XL,0
9860,125788003,FW25,DRESS,BORDEAUX,10475056,2XL,0
9861,125788003,FW25,DRESS,BORDEAUX,10475057,3XL,0
9862,125793003,FW25,COAT,BLACK,10475360,XXS,0
9863,125793003,FW25,COAT,BLACK,10475361,XS,0
9864,125793003,FW25,COAT,BLACK,10475362,S,0
9865,125793003,FW25,COAT,BLACK,10475363,M,0
9866,125793003,FW25,COAT,BLACK,10475364,L,0
9867,125793003,FW25,COAT,BLACK,10475365,XL,0
9868,125793003,FW25,COAT,BLACK,10475366,2XL,0
9869,125793003,FW25,COAT,BLACK,10475367,3XL,0
9870,125793003,FW25,COAT,ROSE,10475450,XXS,0
9871,125793003,FW25,COAT,ROSE,10475451,XS,0
9872,125793003,FW25,COAT,ROSE,10475452,S,-1
9873,125793003,FW25,COAT,ROSE,10475453,M,0
9874,125793003,FW25,COAT,ROSE,10475454,L,0
9875,125793003,FW25,COAT,ROSE,10475455,XL,0
9876,125793003,FW25,COAT,ROSE,10475456,2XL,0
9877,125793003,FW25,COAT,ROSE,10475457,3XL,0
9878,125809003,FW25,COAT,BEIGE,10499960,XXS,0
9879,125809003,FW25,COAT,BEIGE,10499961,XS,0
9880,125809003,FW25,COAT,BEIGE,10499962,S,0
9881,125809003,FW25,COAT,BEIGE,10499963,M,0
9882,125809003,FW25,COAT,BEIGE,10499964,L,0
9883,125809003,FW25,COAT,BEIGE,10499965,XL,0
9884,125809003,FW25,COAT,BEIGE,10499966,2XL,0
9885,125809003,FW25,COAT,BEIGE,10499967,3XL,0
9886,125815003,FW25,COAT,BLACK,10475380,XXS,0
9887,125815003,FW25,COAT,BLACK,10475381,XS,0
9888,125815003,FW25,COAT,BLACK,10475382,S,0
9889,125815003,FW25,COAT,BLACK,10475383,M,0
9890,125815003,FW25,COAT,BLACK,10475384,L,0
9891,125815003,FW25,COAT,BLACK,10475385,XL,0
9892,125815003,FW25,COAT,BLACK,10475386,2XL,0
9893,125815003,FW25,COAT,BLACK,10475387,3XL,0
9894,125818003,FW25,DRESS,BORDEAUX,10475100,XXS,0
9895,125818003,FW25,DRESS,BORDEAUX,10475101,XS,0
9896,125818003,FW25,DRESS,BORDEAUX,10475102,S,1
9897,125818003,FW25,DRESS,BORDEAUX,10475103,M,1
9898,125818003,FW25,DRESS,BORDEAUX,10475104,L,0
9899,125818003,FW25,DRESS,BORDEAUX,10475105,XL,0
9900,125818003,FW25,DRESS,BORDEAUX,10475106,2XL,0
9901,125818003,FW25,DRESS,BORDEAUX,10475107,3XL,0
9902,125820003,FW25,DRESS,BORDEAUX,10475130,XXS,0
9903,125820003,FW25,DRESS,BORDEAUX,10475131,XS,0
9904,125820003,FW25,DRESS,BORDEAUX,10475132,S,0
9905,125820003,FW25,DRESS,BORDEAUX,10475133,M,0
9906,125820003,FW25,DRESS,BORDEAUX,10475134,L,0
9907,125820003,FW25,DRESS,BORDEAUX,10475135,XL,0
9908,125820003,FW25,DRESS,BORDEAUX,10475136,2XL,0
9909,125820003,FW25,DRESS,BORDEAUX,10475137,3XL,0
9910,125841003,FW25,SKIRT,PURPLE,10475350,XXS,0
9911,125841003,FW25,SKIRT,PURPLE,10475351,XS,0
9912,125841003,FW25,SKIRT,PURPLE,10475352,S,0
9913,125841003,FW25,SKIRT,PURPLE,10475353,M,0
9914,125841003,FW25,SKIRT,PURPLE,10475354,L,0
9915,125841003,FW25,SKIRT,PURPLE,10475355,XL,0
9916,125841003,FW25,SKIRT,PURPLE,10475356,2XL,0
9917,125841003,FW25,SKIRT,PURPLE,10475357,3XL,0
9918,125842003,FW25,JACKET,PURPLE,10475340,XXS,0
9919,125842003,FW25,JACKET,PURPLE,10475341,XS,0
9920,125842003,FW25,JACKET,PURPLE,10475342,S,0
9921,125842003,FW25,JACKET,PURPLE,10475343,M,0
9922,125842003,FW25,JACKET,PURPLE,10475344,L,0
9923,125842003,FW25,JACKET,PURPLE,10475345,XL,0
9924,125842003,FW25,JACKET,PURPLE,10475346,2XL,0
9925,125842003,FW25,JACKET,PURPLE,10475347,3XL,0
9926,12599003,FW25,JACKET,BLUE,10474880,XXS,0
9927,12599003,FW25,JACKET,BLUE,10474881,XS,0
9928,12599003,FW25,JACKET,BLUE,10474882,S,0
9929,12599003,FW25,JACKET,BLUE,10474883,M,0
9930,12599003,FW25,JACKET,BLUE,10474884,L,0
9931,12599003,FW25,JACKET,BLUE,10474885,XL,0
9932,12599003,FW25,JACKET,BLUE,10474886,2XL,0
9933,12599003,FW25,JACKET,BLUE,10474887,3XL,0
9934,126313003,FW25,JACKET,GREY,10499750,XXS,0
9935,126313003,FW25,JACKET,GREY,10499751,XS,0
9936,126313003,FW25,JACKET,GREY,10499752,S,0
9937,126313003,FW25,JACKET,GREY,10499753,M,0
9938,126313003,FW25,JACKET,GREY,10499754,L,0
9939,126313003,FW25,JACKET,GREY,10499755,XL,0
9940,126313003,FW25,JACKET,GREY,10499756,2XL,0
9941,126313003,FW25,JACKET,GREY,10499757,3XL,0
9942,126319003,FW25,TOP,BLACK,10492730,XXS,0
9943,126319003,FW25,TOP,BLACK,10492731,XS,0
9944,126319003,FW25,TOP,BLACK,10492732,S,0
9945,126319003,FW25,TOP,BLACK,10492733,M,0
9946,126319003,FW25,TOP,BLACK,10492734,L,0
9947,126319003,FW25,TOP,BLACK,10492735,XL,0
9948,126319003,FW25,TOP,BLACK,10492736,2XL,0
9949,126319003,FW25,TOP,BLACK,10492737,3XL,0
9950,126323003,FW25,BLOUSE,BLACK,10500080,XXS,0
9951,126323003,FW25,BLOUSE,BLACK,10500081,XS,0
9952,126323003,FW25,BLOUSE,BLACK,10500082,S,0
9953,126323003,FW25,BLOUSE,BLACK,10500083,M,0
9954,126323003,FW25,BLOUSE,BLACK,10500084,L,0
9955,126323003,FW25,BLOUSE,BLACK,10500085,XL,0
9956,126323003,FW25,BLOUSE,BLACK,10500086,2XL,0
9957,126323003,FW25,BLOUSE,BLACK,10500087,3XL,0
9958,126323003,FW25,BLOUSE,WHITE,10500070,XXS,0
9959,126323003,FW25,BLOUSE,WHITE,10500071,XS,0
9960,126323003,FW25,BLOUSE,WHITE,10500072,S,0
9961,126323003,FW25,BLOUSE,WHITE,10500073,M,0
9962,126323003,FW25,BLOUSE,WHITE,10500074,L,0
9963,126323003,FW25,BLOUSE,WHITE,10500075,XL,0
9964,126323003,FW25,BLOUSE,WHITE,10500076,2XL,0
9965,126323003,FW25,BLOUSE,WHITE,10500077,3XL,0
9966,126324003,FW25,DRESS,BLACK,10480590,XXS,0
9967,126324003,FW25,DRESS,BLACK,10480591,XS,0
9968,126324003,FW25,DRESS,BLACK,10480592,S,0
9969,126324003,FW25,DRESS,BLACK,10480593,M,0
9970,126324003,FW25,DRESS,BLACK,10480594,L,0
9971,126324003,FW25,DRESS,BLACK,10480595,XL,0
9972,126324003,FW25,DRESS,BLACK,10480596,2XL,0
9973,126324003,FW25,DRESS,BLACK,10480597,3XL,0
9974,126337003,FW25,JACKET,MULTI,10480490,XXS,0
9975,126337003,FW25,JACKET,MULTI,10480491,XS,0
9976,126337003,FW25,JACKET,MULTI,10480492,S,0
9977,126337003,FW25,JACKET,MULTI,10480493,M,0
9978,126337003,FW25,JACKET,MULTI,10480494,L,0
9979,126337003,FW25,JACKET,MULTI,10480495,XL,0
9980,126337003,FW25,JACKET,MULTI,10480496,2XL,0
9981,126337003,FW25,JACKET,MULTI,10480497,3XL,0
9982,126352003,FW25,BLOUSE,BORDEAUX,10480540,XXS,0
9983,126352003,FW25,BLOUSE,BORDEAUX,10480541,XS,0
9984,126352003,FW25,BLOUSE,BORDEAUX,10480542,S,0
9985,126352003,FW25,BLOUSE,BORDEAUX,10480543,M,0
9986,126352003,FW25,BLOUSE,BORDEAUX,10480544,L,0
9987,126352003,FW25,BLOUSE,BORDEAUX,10480545,XL,0
9988,126352003,FW25,BLOUSE,BORDEAUX,10480546,2XL,0
9989,126352003,FW25,BLOUSE,BORDEAUX,10480547,3XL,0
9990,126352003,FW25,BLOUSE,CHOCOLATE,10480550,XXS,0
9991,126352003,FW25,BLOUSE,CHOCOLATE,10480551,XS,0
9992,126352003,FW25,BLOUSE,CHOCOLATE,10480552,S,0
9993,126352003,FW25,BLOUSE,CHOCOLATE,10480553,M,0
9994,126352003,FW25,BLOUSE,CHOCOLATE,10480554,L,0
9995,126352003,FW25,BLOUSE,CHOCOLATE,10480555,XL,0
9996,126352003,FW25,BLOUSE,CHOCOLATE,10480556,2XL,0
9997,126352003,FW25,BLOUSE,CHOCOLATE,10480557,3XL,0
9998,126365003,FW25,DRESS,CHOCOLATE,10480580,XXS,0
9999,126365003,FW25,DRESS,CHOCOLATE,10480581,XS,0
10000,126365003,FW25,DRESS,CHOCOLATE,10480582,S,0
10001,126365003,FW25,DRESS,CHOCOLATE,10480583,M,0
10002,126365003,FW25,DRESS,CHOCOLATE,10480584,L,0
10003,126365003,FW25,DRESS,CHOCOLATE,10480585,XL,0
10004,126365003,FW25,DRESS,CHOCOLATE,10480586,2XL,0
10005,126365003,FW25,DRESS,CHOCOLATE,10480587,3XL,0
10006,126366003,FW25,SKIRT,BLUE,10480420,XXS,0
10007,126366003,FW25,SKIRT,BLUE,10480421,XS,0
10008,126366003,FW25,SKIRT,BLUE,10480422,S,0
10009,126366003,FW25,SKIRT,BLUE,10480423,M,0
10010,126366003,FW25,SKIRT,BLUE,10480424,L,0
10011,126366003,FW25,SKIRT,BLUE,10480425,XL,0
10012,126366003,FW25,SKIRT,BLUE,10480426,2XL,0
10013,126366003,FW25,SKIRT,BLUE,10480427,3XL,0
10014,126373003,FW25,PANTS,CHOCOLATE,10480600,XXS,0
10015,126373003,FW25,PANTS,CHOCOLATE,10480601,XS,0
10016,126373003,FW25,PANTS,CHOCOLATE,10480602,S,0
10017,126373003,FW25,PANTS,CHOCOLATE,10480603,M,0
10018,126373003,FW25,PANTS,CHOCOLATE,10480604,L,0
10019,126373003,FW25,PANTS,CHOCOLATE,10480605,XL,0
10020,126373003,FW25,PANTS,CHOCOLATE,10480606,2XL,0
10021,126373003,FW25,PANTS,CHOCOLATE,10480607,3XL,0
10022,126385003,FW25,BLOUSE,CHOCOLATE,10480630,XXS,0
10023,126385003,FW25,BLOUSE,CHOCOLATE,10480631,XS,0
10024,126385003,FW25,BLOUSE,CHOCOLATE,10480632,S,1
10025,126385003,FW25,BLOUSE,CHOCOLATE,10480633,M,1
10026,126385003,FW25,BLOUSE,CHOCOLATE,10480634,L,0
10027,126385003,FW25,BLOUSE,CHOCOLATE,10480635,XL,0
10028,126385003,FW25,BLOUSE,CHOCOLATE,10480636,2XL,0
10029,126385003,FW25,BLOUSE,CHOCOLATE,10480637,3XL,0
10030,126385003,FW25,BLOUSE,GREEN,10500230,XXS,0
10031,126385003,FW25,BLOUSE,GREEN,10500231,XS,0
10032,126385003,FW25,BLOUSE,GREEN,10500232,S,0
10033,126385003,FW25,BLOUSE,GREEN,10500233,M,0
10034,126385003,FW25,BLOUSE,GREEN,10500234,L,0
10035,126385003,FW25,BLOUSE,GREEN,10500235,XL,0
10036,126385003,FW25,BLOUSE,GREEN,10500236,2XL,0
10037,126385003,FW25,BLOUSE,GREEN,10500237,3XL,0
10038,126385003,FW25,BLOUSE,OLIVE,10489990,XXS,0
10039,126385003,FW25,BLOUSE,OLIVE,10489991,XS,0
10040,126385003,FW25,BLOUSE,OLIVE,10489992,S,0
10041,126385003,FW25,BLOUSE,OLIVE,10489993,M,0
10042,126385003,FW25,BLOUSE,OLIVE,10489994,L,0
10043,126385003,FW25,BLOUSE,OLIVE,10489995,XL,0
10044,126385003,FW25,BLOUSE,OLIVE,10489996,2XL,0
10045,126385003,FW25,BLOUSE,OLIVE,10489997,3XL,0
10046,126396003,FW25,JUMPSUIT,BLACK,10487070,XXS,0
10047,126396003,FW25,JUMPSUIT,BLACK,10487071,XS,0
10048,126396003,FW25,JUMPSUIT,BLACK,10487072,S,0
10049,126396003,FW25,JUMPSUIT,BLACK,10487073,M,0
10050,126396003,FW25,JUMPSUIT,BLACK,10487074,L,0
10051,126396003,FW25,JUMPSUIT,BLACK,10487075,XL,0
10052,126396003,FW25,JUMPSUIT,BLACK,10487076,2XL,0
10053,126396003,FW25,JUMPSUIT,BLACK,10487077,3XL,0
10054,126399003,FW25,BLOUSE,BLACK,10487170,XXS,0
10055,126399003,FW25,BLOUSE,BLACK,10487171,XS,0
10056,126399003,FW25,BLOUSE,BLACK,10487172,S,0
10057,126399003,FW25,BLOUSE,BLACK,10487173,M,0
10058,126399003,FW25,BLOUSE,BLACK,10487174,L,0
10059,126399003,FW25,BLOUSE,BLACK,10487175,XL,0
10060,126399003,FW25,BLOUSE,BLACK,10487176,2XL,0
10061,126399003,FW25,BLOUSE,BLACK,10487177,3XL,0
10062,126399003,FW25,BLOUSE,BORDEAUX,10487160,XXS,0
10063,126399003,FW25,BLOUSE,BORDEAUX,10487161,XS,0
10064,126399003,FW25,BLOUSE,BORDEAUX,10487162,S,0
10065,126399003,FW25,BLOUSE,BORDEAUX,10487163,M,0
10066,126399003,FW25,BLOUSE,BORDEAUX,10487164,L,0
10067,126399003,FW25,BLOUSE,BORDEAUX,10487165,XL,0
10068,126399003,FW25,BLOUSE,BORDEAUX,10487166,2XL,0
10069,126399003,FW25,BLOUSE,BORDEAUX,10487167,3XL,0
10070,126401003,FW25,DRESS,BLACK,10486940,XXS,0
10071,126401003,FW25,DRESS,BLACK,10486941,XS,0
10072,126401003,FW25,DRESS,BLACK,10486942,S,0
10073,126401003,FW25,DRESS,BLACK,10486943,M,0
10074,126401003,FW25,DRESS,BLACK,10486944,L,0
10075,126401003,FW25,DRESS,BLACK,10486945,XL,0
10076,126401003,FW25,DRESS,BLACK,10486946,2XL,0
10077,126401003,FW25,DRESS,BLACK,10486947,3XL,0
10078,126403003,FW25,BLOUSE,BLACK,10487040,XXS,0
10079,126403003,FW25,BLOUSE,BLACK,10487041,XS,0
10080,126403003,FW25,BLOUSE,BLACK,10487042,S,0
10081,126403003,FW25,BLOUSE,BLACK,10487043,M,0
10082,126403003,FW25,BLOUSE,BLACK,10487044,L,0
10083,126403003,FW25,BLOUSE,BLACK,10487045,XL,0
10084,126403003,FW25,BLOUSE,BLACK,10487046,2XL,0
10085,126403003,FW25,BLOUSE,BLACK,10487047,3XL,0
10086,126405003,FW25,DRESS,BLACK,10486950,XXS,0
10087,126405003,FW25,DRESS,BLACK,10486951,XS,0
10088,126405003,FW25,DRESS,BLACK,10486952,S,0
10089,126405003,FW25,DRESS,BLACK,10486953,M,0
10090,126405003,FW25,DRESS,BLACK,10486954,L,0
10091,126405003,FW25,DRESS,BLACK,10486955,XL,0
10092,126405003,FW25,DRESS,BLACK,10486956,2XL,0
10093,126405003,FW25,DRESS,BLACK,10486957,3XL,0
10094,126417003,FW25,PANTS,BLACK,10487110,XXS,0
10095,126417003,FW25,PANTS,BLACK,10487111,XS,0
10096,126417003,FW25,PANTS,BLACK,10487112,S,0
10097,126417003,FW25,PANTS,BLACK,10487113,M,0
10098,126417003,FW25,PANTS,BLACK,10487114,L,0
10099,126417003,FW25,PANTS,BLACK,10487115,XL,0
10100,126417003,FW25,PANTS,BLACK,10487116,2XL,0
10101,126417003,FW25,PANTS,BLACK,10487117,3XL,0
10102,126419003,FW25,PANTS,BLUE,10499450,XXS,0
10103,126419003,FW25,PANTS,BLUE,10499451,XS,0
10104,126419003,FW25,PANTS,BLUE,10499452,S,0
10105,126419003,FW25,PANTS,BLUE,10499453,M,0
10106,126419003,FW25,PANTS,BLUE,10499454,L,0
10107,126419003,FW25,PANTS,BLUE,10499455,XL,0
10108,126419003,FW25,PANTS,BLUE,10499456,2XL,0
10109,126419003,FW25,PANTS,BLUE,10499457,3XL,0
10110,126447003,FW25,PANTS,BLACK,10487200,XXS,0
10111,126447003,FW25,PANTS,BLACK,10487201,XS,0
10112,126447003,FW25,PANTS,BLACK,10487202,S,0
10113,126447003,FW25,PANTS,BLACK,10487203,M,0
10114,126447003,FW25,PANTS,BLACK,10487204,L,0
10115,126447003,FW25,PANTS,BLACK,10487205,XL,0
10116,126447003,FW25,PANTS,BLACK,10487206,2XL,0
10117,126447003,FW25,PANTS,BLACK,10487207,3XL,0
10118,126447003,FW25,PANTS,BORDEAUX,10487210,XXS,0
10119,126447003,FW25,PANTS,BORDEAUX,10487211,XS,0
10120,126447003,FW25,PANTS,BORDEAUX,10487212,S,0
10121,126447003,FW25,PANTS,BORDEAUX,10487213,M,0
10122,126447003,FW25,PANTS,BORDEAUX,10487214,L,0
10123,126447003,FW25,PANTS,BORDEAUX,10487215,XL,0
10124,126447003,FW25,PANTS,BORDEAUX,10487216,2XL,0
10125,126447003,FW25,PANTS,BORDEAUX,10487217,3XL,0
10126,126456003,FW25,PANTS,BLACK,10489880,XXS,0
10127,126456003,FW25,PANTS,BLACK,10489881,XS,0
10128,126456003,FW25,PANTS,BLACK,10489882,S,0
10129,126456003,FW25,PANTS,BLACK,10489883,M,0
10130,126456003,FW25,PANTS,BLACK,10489884,L,0
10131,126456003,FW25,PANTS,BLACK,10489885,XL,0
10132,126456003,FW25,PANTS,BLACK,10489886,2XL,0
10133,126456003,FW25,PANTS,BLACK,10489887,3XL,0
10134,126456003,FW25,PANTS,CHOCOLATE,10489890,XXS,0
10135,126456003,FW25,PANTS,CHOCOLATE,10489891,XS,0
10136,126456003,FW25,PANTS,CHOCOLATE,10489892,S,1
10137,126456003,FW25,PANTS,CHOCOLATE,10489893,M,0
10138,126456003,FW25,PANTS,CHOCOLATE,10489894,L,1
10139,126456003,FW25,PANTS,CHOCOLATE,10489895,XL,0
10140,126456003,FW25,PANTS,CHOCOLATE,10489896,2XL,0
10141,126456003,FW25,PANTS,CHOCOLATE,10489897,3XL,0
10142,126466003,FW25,JACKET,RED,10500400,XXS,0
10143,126466003,FW25,JACKET,RED,10500401,XS,0
10144,126466003,FW25,JACKET,RED,10500402,S,0
10145,126466003,FW25,JACKET,RED,10500403,M,0
10146,126466003,FW25,JACKET,RED,10500404,L,0
10147,126466003,FW25,JACKET,RED,10500405,XL,0
10148,126466003,FW25,JACKET,RED,10500406,2XL,0
10149,126466003,FW25,JACKET,RED,10500407,3XL,0
10150,126471003,FW25,BLOUSE,BEIGE,10499800,XXS,0
10151,126471003,FW25,BLOUSE,BEIGE,10499801,XS,0
10152,126471003,FW25,BLOUSE,BEIGE,10499802,S,0
10153,126471003,FW25,BLOUSE,BEIGE,10499803,M,0
10154,126471003,FW25,BLOUSE,BEIGE,10499804,L,0
10155,126471003,FW25,BLOUSE,BEIGE,10499805,XL,0
10156,126471003,FW25,BLOUSE,BEIGE,10499806,2XL,0
10157,126471003,FW25,BLOUSE,BEIGE,10499807,3XL,0
10158,126471003,FW25,BLOUSE,BLACK,10499810,XXS,0
10159,126471003,FW25,BLOUSE,BLACK,10499811,XS,0
10160,126471003,FW25,BLOUSE,BLACK,10499812,S,0
10161,126471003,FW25,BLOUSE,BLACK,10499813,M,0
10162,126471003,FW25,BLOUSE,BLACK,10499814,L,0
10163,126471003,FW25,BLOUSE,BLACK,10499815,XL,0
10164,126471003,FW25,BLOUSE,BLACK,10499816,2XL,0
10165,126471003,FW25,BLOUSE,BLACK,10499817,3XL,0
10166,126471003,FW25,BLOUSE,CHOCOLATE,10500520,XXS,0
10167,126471003,FW25,BLOUSE,CHOCOLATE,10500521,XS,0
